GeneID	mG11-3-1	mG11-3-2	mG11-3-3	mG12-4-1	mG12-4-2	mG12-4-3	mG6-15-1	mG6-15-2	mG6-15-3	mG7-23-1	mG7-23-2	mG7-23-3	mG9-10-1	mG9-10-2	mG9-10-3	mG9-29-1	mG9-29-2	mG9-29-3
O53_2748	24	21	21	27	9	11	8	3	1	23	22	24	35	30	31	34	27	5
O53_4454	8	8	9	8	3	2	0	1	2	2	0	3	8	8	5	12	7	0
O53_4819	2	3	2	1	2	0	3	0	0	4	2	0	4	2	4	2	1	2
O53_5297	35	36	35	33	10	3	4	2	0	33	27	35	46	38	48	32	42	1
O53_2615	42	43	46	42	29	28	26	25	18	33	30	42	49	45	51	51	38	25
O53_2417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_995	32	26	28	14	8	0	3	0	0	16	12	17	36	31	19	36	21	0
O53_77	38	35	34	30	26	25	25	22	24	29	31	35	39	36	38	36	31	25
O53_96	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
O53_1842	31	33	32	34	25	27	21	17	3	31	28	33	39	34	39	38	34	25
O53_2207_cobQ	22	26	21	19	13	11	7	5	10	21	19	20	30	23	27	27	28	10
O53_2740	43	39	43	35	13	8	13	8	8	29	22	36	51	39	46	45	39	8
O53_4782_ndhO	9	6	11	4	3	1	2	1	0	7	6	7	11	9	8	5	9	1
O53_2214	179	111	205	181	207	211	200	215	36	213	177	207	178	202	212	177	173	203
O53_2782	2	2	2	3	2	2	2	3	2	2	3	0	4	1	1	4	2	2
O53_3121_cbiQ	33	40	38	32	32	30	25	21	12	31	30	32	41	35	37	41	37	22
O53_3881	38	33	30	21	20	20	16	11	7	35	22	41	119	72	32	104	27	22
O53_3356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_609_radC	21	20	24	24	14	9	15	11	8	25	22	25	30	28	27	25	25	11
O53_486	5	7	6	9	5	4	4	2	0	7	7	7	8	8	8	6	5	4
O53_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4070	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0
O53_150	4	4	4	0	4	4	4	0	0	4	4	4	4	4	4	4	4	1
O53_1731	33	33	37	27	11	7	13	4	7	31	32	29	42	34	37	39	32	7
O53_556	0	0	0	0	2	2	2	2	0	1	0	1	1	1	1	0	2	1
O53_4279	5	4	3	4	2	5	2	0	2	3	3	3	3	2	3	4	4	2
O53_2574_argG	22	24	20	31	10	4	8	4	2	30	35	33	43	35	43	39	36	4
O53_4066_gltX	48	57	54	54	33	26	31	25	25	42	48	40	55	53	49	57	50	26
O53_286	18	18	18	6	4	4	3	1	2	14	17	18	27	25	23	24	22	2
O53_969	49	51	48	51	25	17	25	14	9	43	38	52	68	56	61	61	57	18
O53_1820_yafJ	25	31	29	28	23	23	21	20	25	32	43	31	35	34	34	31	33	23
O53_4599	0	0	0	0	1	2	0	0	0	1	0	0	2	2	2	1	0	1
O53_1703	38	39	39	31	20	18	21	15	14	28	25	28	36	38	32	32	28	18
O53_5102	29	33	24	27	7	1	4	0	1	29	36	36	50	33	45	38	35	1
O53_5379	47	47	43	28	19	12	23	12	24	37	37	35	50	44	45	62	45	16
O53_5050_hpnB	54	63	62	43	39	42	33	32	27	52	51	55	72	64	63	60	54	36
O53_4580	0	0	0	0	0	0	0	0	0	0	0	1	6	1	4	4	2	0
O53_177	40	49	44	43	32	30	32	24	21	47	47	39	48	50	45	42	47	28
O53_2936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_114	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2
O53_3178_pip	9	11	2	4	3	6	3	3	1	23	21	21	33	26	25	28	18	5
O53_135	6	5	6	6	0	0	0	0	0	8	4	7	12	8	8	7	10	0
O53_1625	12	12	12	3	2	1	2	1	3	10	7	13	15	12	16	11	11	2
O53_5107_pth	10	15	14	13	9	10	6	6	6	16	18	16	23	20	25	24	22	7
O53_1020_psaE	9	6	5	8	1	1	1	1	1	6	8	9	10	8	10	8	8	1
O53_3137_lipA	28	29	29	33	20	12	19	10	10	27	31	30	42	28	32	36	31	15
O53_1189_kaiC-1	29	39	37	46	32	26	31	27	10	39	48	40	47	43	42	44	44	29
O53_4835	4	1	1	2	1	1	1	0	2	2	1	1	3	1	1	1	1	1
O53_3284	82	54	86	49	52	55	52	48	9	47	44	58	104	90	68	41	64	53
O53_5294_tuf	55	51	59	22	9	6	15	1	7	28	53	36	55	47	41	50	43	15
O53_3172	44	46	43	54	17	13	17	12	6	51	39	57	79	67	66	75	51	13
O53_3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_368_cpcD	2	2	2	0	0	0	0	0	0	0	2	0	1	1	0	4	2	0
O53_810	12	11	9	5	3	4	3	0	1	6	6	9	8	7	8	11	7	2
O53_2416	59	47	52	33	31	36	17	7	18	29	15	28	57	46	43	56	41	22
O53_4657	105	92	90	59	16	9	6	6	7	53	40	39	110	85	83	105	82	5
O53_2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1041_rplF	17	16	16	17	10	6	8	6	6	11	15	15	20	21	19	20	17	6
O53_3199	84	88	87	17	21	12	13	13	15	28	37	48	107	100	90	83	75	13
O53_880	6	7	7	4	0	0	0	0	3	6	6	6	12	7	9	6	5	0
O53_1307	32	32	35	32	15	10	13	10	7	32	27	27	35	32	33	36	38	10
O53_4174_folE	16	15	15	20	10	7	11	8	2	19	46	19	19	18	18	14	18	10
O53_900	14	17	15	14	13	14	12	5	8	16	19	15	17	16	16	15	16	9
O53_697	6	9	5	4	4	7	4	5	0	5	5	4	17	6	7	12	5	6
O53_1096_ycf4	13	15	15	14	9	7	9	9	7	18	16	17	22	17	21	12	16	9
O53_4383_spkC	49	49	37	54	45	41	33	28	32	57	67	72	81	80	85	77	56	39
O53_538	35	35	36	44	24	11	21	11	10	37	35	42	56	44	51	44	54	16
O53_2286_tRNA-Val	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1255	3	8	4	4	5	6	4	2	1	5	3	5	7	4	4	3	6	3
O53_1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4214	26	25	21	20	17	18	6	3	15	24	23	29	39	26	32	34	25	8
O53_2003	13	13	8	13	4	6	3	2	3	4	8	8	16	12	12	15	8	4
O53_3771_pbsA-1	22	21	21	18	6	3	4	4	6	16	40	21	27	23	26	23	20	4
O53_397	4	0	1	1	0	0	0	0	0	2	1	2	9	2	4	10	3	0
O53_3944_sbpA-1	49	52	52	32	42	49	31	28	29	36	38	39	70	51	47	54	49	36
O53_826	29	25	15	17	9	11	11	9	9	22	16	25	51	24	34	36	26	7
O53_5375	4	4	4	5	0	1	0	0	0	5	4	4	6	5	5	4	5	0
O53_5080	20	18	21	22	10	0	4	0	2	19	25	19	37	25	31	24	24	0
O53_492	3	1	3	0	0	0	0	0	0	4	0	6	5	3	3	6	4	0
O53_350	11	11	2	6	1	1	1	1	0	6	20	5	11	7	7	6	9	1
O53_5358_yciH	12	8	8	12	4	4	4	3	0	11	8	10	24	15	20	16	13	4
O53_3354	4	0	0	4	0	6	0	0	0	4	1	6	7	7	6	3	7	0
O53_4831	8	10	9	8	6	2	5	2	1	11	13	12	17	12	17	14	12	2
O53_2502	12	14	15	11	12	11	12	10	11	13	13	13	14	14	16	20	21	12
O53_2336	13	13	13	0	0	0	0	0	0	6	6	8	17	12	14	24	8	0
O53_1369_hpnH	33	30	29	23	14	16	9	8	6	28	24	30	37	34	35	39	36	10
O53_1192	13	19	21	21	22	21	15	13	22	17	19	20	22	23	20	18	20	19
O53_5357	50	50	53	54	33	29	32	28	29	51	49	60	72	58	65	54	62	28
O53_537	19	23	22	16	18	9	8	9	18	17	17	19	23	19	19	20	23	18
O53_2714	1	0	0	0	0	0	0	0	1	0	0	2	4	2	0	6	3	0
O53_2067	30	31	37	39	22	14	25	18	18	40	36	42	55	45	52	49	43	19
O53_5034	9	7	9	12	10	9	7	6	4	9	8	8	9	9	8	6	8	7
O53_4271	58	61	45	52	14	12	19	10	10	49	47	47	57	50	56	51	51	9
O53_817_dnaK	37	51	39	52	16	15	16	13	11	55	111	75	119	70	107	63	57	16
O53_2344	3	4	4	2	2	2	2	2	0	2	2	2	5	4	4	4	2	2
O53_1760	22	26	23	31	5	6	8	6	3	29	27	31	41	31	34	34	33	6
O53_4164	2	3	2	1	2	1	1	1	2	2	13	2	2	1	2	0	1	1
O53_4998_xfp	65	79	83	88	49	53	49	33	34	70	71	70	99	80	86	88	84	40
O53_477	31	17	18	23	6	9	0	0	0	9	7	10	29	20	27	40	22	1
O53_2283	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
O53_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4901	9	9	5	7	1	0	0	0	0	13	13	13	23	13	17	16	10	0
O53_2212	14	13	15	10	11	8	8	4	5	12	11	14	15	14	16	13	14	8
O53_1799	6	0	0	0	0	0	0	1	0	0	0	0	6	0	5	7	2	1
O53_5076_atp1	13	17	16	14	12	10	11	7	4	12	12	11	16	13	14	15	17	14
O53_5235_fumC	41	41	42	37	21	13	21	12	13	38	38	38	51	44	45	45	36	16
O53_2705	53	68	65	50	57	55	54	48	37	52	39	55	52	52	60	59	58	52
O53_3752	4	2	3	1	1	1	1	1	0	1	1	1	4	3	2	2	1	1
O53_4677_yidC	26	31	33	28	16	12	15	10	6	27	25	33	40	34	35	37	28	15
O53_2159_coaBC	53	62	55	58	38	30	34	26	20	53	52	55	67	57	60	62	57	29
O53_3314	0	0	0	0	0	0	0	0	0	1	0	1	4	1	1	5	5	0
O53_5165	18	18	20	19	21	22	19	17	13	16	15	17	70	20	18	105	17	19
O53_3232	2	0	0	0	0	0	0	0	0	0	0	1	2	0	2	8	2	0
O53_3876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
O53_4877	17	21	21	21	12	10	10	9	10	20	19	22	27	24	29	25	22	9
O53_3812	11	11	11	0	0	0	0	0	0	0	2	7	11	7	13	13	2	0
O53_1156	7	3	0	1	0	0	0	0	0	0	0	0	3	1	4	7	1	0
O53_1924	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
O53_1535_hieC	20	20	20	19	5	2	4	0	2	19	17	19	31	21	23	25	23	1
O53_112	6	6	7	11	5	7	7	5	2	8	6	6	16	7	13	16	10	7
O53_5252_atpE	1	3	2	4	1	1	1	1	1	3	3	3	2	2	2	1	3	1
O53_4241	28	21	20	17	19	20	17	17	18	26	28	30	38	28	39	39	31	17
O53_4029	0	0	1	0	0	0	2	0	0	0	0	1	2	2	1	0	0	0
O53_630	7	5	4	2	0	0	0	0	0	4	4	6	7	6	6	8	4	0
O53_1113	50	48	49	42	18	10	16	10	7	37	40	42	57	50	51	47	48	9
O53_1699	17	12	12	5	5	6	6	6	5	7	7	10	16	14	11	12	12	6
O53_3857	18	12	12	12	11	11	11	10	4	13	13	16	10	15	15	17	16	12
O53_2441	3	3	2	2	2	2	3	2	0	4	18	3	10	8	5	1	3	2
O53_2961	29	27	30	19	7	10	19	20	21	19	20	18	19	17	18	25	19	20
O53_2557	9	4	8	6	5	5	6	4	2	7	7	11	12	7	9	6	9	5
O53_5234_cspR	11	19	16	19	14	12	15	12	11	18	18	22	21	20	20	22	16	11
O53_3396	23	26	23	26	8	6	8	6	9	25	16	24	29	27	26	28	23	8
O53_3844_sfsA	24	26	27	17	14	12	13	11	5	24	23	26	32	25	31	29	24	12
O53_4620	22	23	23	14	13	13	12	9	12	17	16	18	24	21	24	26	24	13
O53_4419	0	0	0	0	0	0	0	0	0	0	0	0	29	0	16	32	0	0
O53_1958	32	41	43	43	38	37	39	37	32	39	37	39	40	37	39	38	36	36
O53_1295	107	105	105	81	32	26	17	2	10	85	79	94	116	96	104	93	103	11
O53_1290	10	13	21	19	16	14	16	14	2	11	14	14	15	17	18	17	17	14
O53_1863	6	6	7	7	4	3	4	3	0	4	5	4	8	6	6	8	3	4
O53_2677_mfd	117	118	117	101	43	36	41	23	26	94	94	111	138	124	119	149	111	31
O53_2182	11	12	12	13	5	2	8	7	4	11	11	11	15	14	13	11	10	8
O53_4233	6	2	6	6	0	0	0	0	0	1	2	4	8	4	6	5	6	0
O53_4229	39	22	15	5	0	0	0	0	0	5	4	4	6	6	5	8	4	0
O53_2523	3	2	2	3	3	3	3	2	2	2	3	2	1	3	4	1	2	3
O53_3467	3	0	0	0	0	0	0	0	0	0	0	1	6	2	2	6	2	0
O53_5196	19	18	21	19	12	6	8	3	0	20	18	22	28	22	24	18	25	5
O53_622	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
O53_5181	1	1	6	5	2	0	5	0	0	5	5	5	8	6	8	6	8	0
O53_436	5	1	3	0	0	0	0	0	0	2	0	3	7	6	6	6	4	0
O53_2287	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
O53_3077_menA	34	45	43	37	25	17	29	20	17	39	37	37	54	41	48	42	40	19
O53_3194	28	35	37	42	28	27	26	26	19	43	42	44	48	39	46	53	43	26
O53_1152_rpsF	10	9	10	11	7	2	6	0	0	9	8	9	10	9	11	11	9	1
O53_1292	2	2	2	7	0	1	3	1	3	5	5	8	12	10	13	14	9	4
O53_161_ligA	19	29	28	27	24	20	23	21	15	29	30	28	31	28	28	32	26	19
O53_3397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1527	48	46	59	52	49	47	43	38	39	50	50	51	67	58	59	56	60	51
O53_3368_yrdA	11	9	11	14	6	1	1	1	0	14	12	12	17	16	18	17	18	1
O53_1300	10	10	8	6	6	5	7	7	3	9	7	9	17	12	12	14	8	7
O53_1953	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
O53_356	5	6	8	6	10	9	9	2	0	9	12	12	17	11	16	6	13	13
O53_546_pilQ	135	129	125	86	26	24	24	6	5	109	89	118	200	156	173	171	160	11
O53_1688	23	27	27	26	13	4	12	11	7	25	26	28	40	28	34	32	31	11
O53_3140	32	34	37	36	15	12	15	12	8	38	34	43	47	41	46	39	41	12
O53_2394	3	2	3	2	1	4	0	0	0	1	0	0	1	2	0	3	1	0
O53_2561	0	0	6	0	0	1	1	0	0	1	2	0	0	1	5	0	1	1
O53_1387	4	5	5	0	1	0	1	0	3	1	1	1	5	6	4	5	1	1
O53_2238_cpcB	10	10	10	8	3	0	0	0	0	6	7	7	15	10	12	10	8	0
O53_1997_ureD	30	32	31	23	12	9	16	12	9	24	20	26	35	30	32	41	33	11
O53_84	1	5	4	7	6	4	7	4	0	6	6	4	5	6	6	4	8	5
O53_4485	11	10	8	5	4	7	2	1	5	3	5	3	6	4	4	5	5	4
O53_4591_gloA	11	9	9	12	2	3	3	0	1	13	9	14	16	10	13	15	11	3
O53_3599	8	7	4	4	3	2	4	3	3	4	3	4	6	4	5	6	5	2
O53_4855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3304_ilvA	41	51	49	47	33	26	34	24	23	48	54	46	51	43	41	43	48	26
O53_1963	27	25	26	21	1	1	6	1	1	22	19	24	34	26	36	34	21	1
O53_999_tpiA	15	16	16	13	4	3	4	1	2	12	11	18	22	16	24	21	17	3
O53_235_gap	21	23	18	29	6	4	5	1	3	27	25	24	34	31	32	32	31	6
O53_3758_pheT	71	81	87	79	64	55	63	48	52	78	69	75	95	78	83	103	86	52
O53_5084	101	137	126	110	118	130	99	94	92	121	117	119	114	122	124	121	135	116
O53_2524_speA	34	52	58	54	51	43	47	36	28	58	71	64	68	64	62	52	55	44
O53_1340_accB	26	29	25	33	20	19	17	19	10	36	31	40	41	35	42	24	41	19
O53_412	4	4	4	4	1	1	1	1	0	2	2	2	3	5	5	6	4	1
O53_1639	7	0	0	0	6	0	7	0	0	8	15	7	8	8	9	2	3	1
O53_1706	0	0	0	0	0	0	0	0	0	0	0	0	29	8	3	7	1	0
O53_4520	3	4	4	3	1	1	2	1	1	3	2	3	5	2	2	3	3	2
O53_512_speB-2	26	28	29	29	10	7	7	7	0	20	22	22	37	31	36	38	30	5
O53_1088	190	189	202	170	170	161	174	177	59	184	170	185	186	188	187	192	186	175
O53_5243	20	16	14	18	5	4	3	3	6	16	17	19	29	22	21	26	22	4
O53_4839	23	29	21	24	13	6	10	6	6	28	29	25	38	29	35	37	32	6
O53_2659_5SribosomalRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1583	7	6	5	4	3	2	0	0	1	4	4	1	6	5	5	4	5	1
O53_3981_petC-2	10	15	11	7	8	5	8	8	3	8	8	8	11	9	7	14	7	8
O53_592	5	5	6	6	7	6	6	5	4	6	6	5	4	5	5	6	5	5
O53_3434	73	76	78	67	62	68	68	54	40	73	72	76	89	86	84	83	81	62
O53_1586	16	13	18	12	13	13	12	9	2	13	15	14	11	15	13	12	13	12
O53_4699	11	12	11	11	11	11	11	11	11	11	10	15	20	12	20	23	16	11
O53_1902_mcaB	0	0	0	1	1	1	1	1	0	4	0	0	10	10	2	0	0	0
O53_179	6	1	8	5	6	8	5	5	0	13	13	12	11	7	13	8	11	5
O53_2822_23SribosomalRNA	11	14	101	13	7	7	4	9	10	19	186	55	108	174	12	21	15	5
O53_2087_hslO	51	54	54	39	19	12	16	12	11	37	35	41	55	45	50	57	46	14
O53_3829_psbQ	7	7	5	12	4	4	5	2	2	13	7	8	19	13	11	18	18	4
O53_982	4	4	6	3	6	3	6	5	0	4	6	3	5	4	3	7	10	6
O53_4466_cobD	33	38	35	41	19	12	16	5	4	39	41	38	49	45	50	44	44	12
O53_4936_nadD	17	17	18	17	17	19	16	13	14	18	18	19	23	19	19	18	18	17
O53_1809	11	15	15	15	7	5	5	5	4	16	11	16	19	15	20	11	16	5
O53_2493	7	5	4	6	0	0	0	0	0	5	5	5	8	5	5	10	7	0
O53_2866	40	44	38	38	42	42	45	44	40	46	46	41	44	42	46	44	45	49
O53_1471	47	49	50	44	34	21	27	21	17	43	46	55	68	51	55	52	53	21
O53_4397	24	25	23	19	14	10	12	9	11	22	18	22	23	23	22	27	27	10
O53_2177_atpC	5	6	6	9	2	2	1	0	1	3	5	5	7	5	6	9	5	1
O53_2029	7	7	5	4	5	3	1	0	4	1	1	1	8	5	6	6	5	0
O53_5052	67	66	67	75	37	31	36	20	14	74	70	73	92	79	83	87	84	28
O53_2758	18	18	18	22	16	22	12	16	8	24	24	22	26	24	24	21	21	14
O53_2579_hemN	44	45	48	42	25	20	22	17	19	36	42	39	50	50	43	53	48	19
O53_5145	11	7	9	14	5	4	6	4	9	9	10	8	10	9	11	9	10	3
O53_5099	33	37	39	32	27	25	26	21	18	27	26	26	37	37	35	45	40	27
O53_2767	49	46	49	50	25	6	19	7	6	51	48	48	55	58	53	61	58	17
O53_2288_cbiQ-1	40	38	39	28	18	16	19	18	16	24	24	26	31	24	25	25	30	18
O53_246_curJ	65	70	76	79	102	84	103	75	6	107	99	113	91	97	110	66	111	95
O53_5303_ictB	54	57	59	44	41	39	32	27	14	45	48	48	72	66	62	68	58	35
O53_3866	0	2	1	2	2	2	1	2	2	0	1	0	0	0	0	0	0	2
O53_3960	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1030	4	2	3	5	0	0	0	0	0	4	4	4	6	4	5	4	5	0
O53_3493	13	3	6	2	0	0	0	0	0	2	3	2	8	7	7	7	4	0
O53_3406_tcpA	3	3	4	5	0	0	0	0	0	5	3	6	7	6	6	7	7	0
O53_5286_higA	41	45	47	48	40	30	31	29	21	43	45	41	40	46	43	42	43	30
O53_4511	15	16	15	13	2	1	2	1	0	11	12	13	17	15	15	23	16	1
O53_3917	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
O53_335	5	6	6	3	7	9	4	3	4	5	7	3	9	5	4	4	6	4
O53_1970_purE	10	12	14	16	12	12	10	11	6	9	10	11	13	12	12	12	11	11
O53_1718	14	13	14	14	10	4	6	4	0	15	16	14	17	15	18	14	15	3
O53_845_glyA	25	26	33	43	23	22	24	19	20	44	44	41	51	41	48	47	51	23
O53_1215	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1	4	0	0
O53_3613	16	1	3	0	0	0	0	0	0	13	4	11	16	11	16	20	13	0
O53_1864	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0
O53_2369	35	32	35	35	12	3	4	1	0	33	33	32	42	36	42	46	42	3
O53_4463_adhE	94	94	93	82	51	21	31	16	14	80	84	91	119	111	119	106	94	21
O53_3439	0	1	1	1	0	0	1	0	0	1	0	0	2	2	1	2	1	0
O53_521	6	6	7	8	10	9	6	14	3	6	6	6	6	7	7	7	7	9
O53_4496	14	13	16	13	5	1	2	1	1	14	13	13	14	14	14	16	16	1
O53_4059	12	9	13	8	9	11	11	8	10	10	10	9	0	15	12	0	7	8
O53_1827	20	22	20	24	8	9	8	8	4	22	21	19	25	22	24	25	22	8
O53_2653_mraW	23	31	30	25	21	21	19	16	15	24	21	24	26	25	29	36	31	18
O53_1931_thrC	20	31	31	32	31	28	27	24	29	32	35	35	23	30	30	30	32	29
O53_3142_oppB	25	28	31	26	22	20	22	22	22	24	23	29	29	26	26	32	26	22
O53_936	9	7	7	7	3	1	1	0	1	6	5	8	11	9	6	9	7	1
O53_3347	21	22	20	21	14	5	5	3	4	21	18	21	33	27	29	25	25	6
O53_2731_ndhD-1	32	49	50	46	41	38	41	34	29	54	62	52	52	51	51	54	52	37
O53_5284	13	16	18	16	17	14	15	13	11	19	20	15	19	17	19	16	20	15
O53_4615	5	2	0	1	0	0	1	0	0	0	0	1	11	7	6	10	3	0
O53_1803	43	52	52	42	33	18	42	48	35	31	32	59	35	44	29	15	40	37
O53_3224	34	34	33	28	8	2	2	0	1	30	22	29	36	33	32	41	37	0
O53_1429_clpB	65	86	77	76	38	21	39	20	20	79	129	76	103	92	86	102	84	19
O53_2377	31	29	29	24	0	0	1	0	0	24	22	30	46	43	38	34	24	0
O53_2761_alaS	73	82	78	79	52	44	50	42	39	61	81	61	77	74	69	90	65	48
O53_533	10	6	9	14	3	1	2	0	2	10	8	12	18	12	16	18	19	0
O53_5022	13	14	15	13	8	3	6	2	3	13	10	14	15	13	12	14	13	4
O53_3481	16	20	21	16	12	13	11	12	10	16	16	19	20	17	19	17	17	12
O53_3736_rplJ	10	11	10	10	1	1	2	2	1	9	7	9	13	8	8	12	9	2
O53_1050	14	12	19	23	17	11	15	9	0	20	21	21	20	22	21	20	19	9
O53_2889	21	14	20	27	12	12	12	11	11	19	15	19	24	21	26	22	17	14
O53_1714	19	21	28	32	23	24	26	22	19	27	28	27	20	27	22	19	30	22
O53_5265	3	4	4	7	4	4	4	1	2	4	4	4	3	4	4	4	3	5
O53_1070	8	3	3	9	3	3	0	0	3	8	1	2	10	8	8	13	8	0
O53_1308	69	71	70	64	40	26	33	23	18	83	83	82	107	89	91	91	90	34
O53_1312_aerE	2	12	30	31	30	45	23	27	40	16	24	31	17	10	26	33	25	29
O53_4885	32	30	29	28	6	9	10	0	3	31	38	34	44	38	42	33	31	2
O53_680	25	31	30	26	28	29	27	26	20	33	28	35	39	37	35	38	37	28
O53_4157	17	7	8	11	10	7	5	2	9	12	9	13	13	12	13	18	11	4
O53_4487_pykF-4	37	41	40	42	28	18	25	18	15	50	54	48	54	46	50	57	49	20
O53_1810_bchH	182	202	203	190	141	112	110	86	67	187	184	202	239	230	220	232	202	92
O53_3968	5	5	5	1	2	2	0	0	0	3	0	4	9	6	7	5	7	1
O53_3290_rfbE	28	30	30	14	19	23	14	11	12	30	30	32	46	40	40	45	36	16
O53_2292	10	8	9	4	1	2	1	0	1	6	6	6	11	11	10	9	12	0
O53_1170	31	21	24	22	21	18	25	22	8	30	30	29	39	32	36	47	24	25
O53_3023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4535	23	30	29	34	19	22	17	14	11	35	35	44	55	40	50	44	37	20
O53_441	9	9	9	5	0	0	0	0	0	9	7	10	21	13	13	17	15	0
O53_3171_hlyD	102	107	108	86	27	17	37	15	11	103	87	107	131	108	123	113	109	17
O53_3708	20	6	10	6	4	3	4	3	2	6	5	6	19	8	7	22	7	3
O53_2733	9	10	9	15	4	1	6	1	0	8	10	9	13	10	12	9	14	2
O53_5221	7	9	9	8	8	6	8	6	4	7	7	7	7	8	6	8	8	6
O53_2937	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	3	0	1
O53_3855_aroB	35	38	38	35	22	12	16	3	3	41	43	44	50	44	42	47	47	8
O53_743	13	14	12	16	5	5	3	0	4	16	16	19	27	21	21	30	23	4
O53_5260	3	2	3	7	2	1	2	0	0	2	8	0	11	4	10	5	2	1
O53_2873	7	6	7	9	8	8	8	7	8	6	7	7	3	5	7	26	5	7
O53_737_psbZ	7	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0
O53_2990	5	0	0	5	0	0	2	2	1	1	0	0	2	1	3	8	5	2
O53_2043	47	44	38	45	28	25	22	20	13	28	23	40	66	40	58	52	47	20
O53_326_ilvN	22	21	18	22	6	5	13	5	8	18	27	18	22	23	20	19	18	5
O53_40	11	15	16	15	9	12	7	7	7	10	10	8	12	13	12	11	13	7
O53_4913	10	10	5	6	6	1	9	6	3	7	7	7	9	9	9	12	9	5
O53_3643	4	4	4	1	2	1	1	1	0	4	4	4	10	7	10	4	4	1
O53_637_orr	18	9	16	18	13	16	11	11	8	15	15	14	17	16	17	12	16	10
O53_1538	70	37	59	59	55	53	50	49	25	59	56	52	76	58	73	67	56	51
O53_4850	95	42	48	81	37	52	27	24	20	48	35	62	134	100	89	119	76	26
O53_1101	26	19	29	35	30	24	28	24	19	38	34	30	39	36	42	39	36	27
O53_1900_dndC	34	37	30	31	22	19	23	17	16	34	37	33	53	44	46	37	41	18
O53_4906	8	15	9	14	12	14	0	5	13	14	16	14	25	16	16	23	11	0
O53_4445	33	29	35	41	20	11	11	5	6	35	34	40	50	50	44	50	40	10
O53_4993	2	2	1	1	1	3	3	3	0	2	3	2	8	4	8	7	3	3
O53_3020_hflB	61	66	71	76	56	45	56	44	33	63	63	59	65	68	65	72	69	49
O53_3715	70	67	77	60	44	38	40	36	28	62	68	66	72	67	73	73	78	42
O53_3986	3	8	3	4	6	7	4	4	7	0	5	2	4	3	9	7	7	5
O53_1379	5	2	3	1	1	1	1	1	0	2	3	4	6	5	3	7	1	2
O53_4915	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	6	0	0
O53_3704	1	0	2	0	2	0	4	0	0	3	0	0	3	2	3	2	2	0
O53_3375	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
O53_70_holB	21	22	22	27	14	11	13	13	7	23	25	25	36	30	33	33	34	13
O53_1059	39	49	51	41	17	10	14	8	5	42	43	38	43	46	45	44	42	10
O53_1324_fbt	35	45	39	39	28	25	27	20	21	43	39	45	48	46	49	42	44	23
O53_1052	21	28	28	24	13	7	9	7	1	22	21	20	23	23	27	17	27	7
O53_1661_cpcF	23	23	22	26	14	9	12	5	6	20	20	23	31	31	29	25	25	10
O53_4779	22	22	20	21	25	18	22	20	7	20	21	22	22	18	23	23	21	22
O53_4873	10	0	7	8	10	0	9	0	0	10	10	10	10	6	11	19	15	13
O53_4006	25	15	18	20	16	11	11	11	0	20	21	21	36	25	25	23	28	11
O53_4975_folP	25	24	23	21	8	2	9	1	1	27	22	26	40	29	33	36	29	3
O53_3331	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
O53_3371_yloB	123	125	126	131	80	78	71	52	51	125	125	115	146	135	148	151	136	70
